Algorithm,Items,Alpha,InitialTemp,CoolingMode,BinaryArray,Iterations,Time,Value,Weight
Simulated Annealing,5,0.98,102,GEOMETRIC,"[1, 0, 1, 1, 0]",1000,0.02322864532470703,83,23
Simulated Annealing,5,0.98,102,GEOMETRIC,"[1, 0, 1, 1, 0]",1000,0.01419687271118164,83,23
Simulated Annealing,5,0.98,102,GEOMETRIC,"[1, 0, 1, 1, 0]",1000,0.015184640884399414,83,23
Simulated Annealing,5,0.98,102,GEOMETRIC,"[1, 0, 1, 1, 0]",1000,0.014204740524291992,83,23
Simulated Annealing,5,0.98,102,GEOMETRIC,"[1, 0, 1, 1, 0]",1000,0.015155315399169922,83,23
Simulated Annealing,5,0.98,102,GEOMETRIC,"[1, 0, 1, 1, 0]",1000,0.014217376708984375,83,23
Simulated Annealing,5,0.98,102,GEOMETRIC,"[1, 0, 1, 1, 0]",1000,0.015198707580566406,83,23
Simulated Annealing,5,0.98,102,GEOMETRIC,"[1, 0, 1, 1, 0]",1000,0.016170263290405273,83,23
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.019156694412231445,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.020241975784301758,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.02520918846130371,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.0303499698638916,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.03243756294250488,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.021329402923583984,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.017199277877807617,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",1000,0.021267414093017578,93,58
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.022257566452026367,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.017262697219848633,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.02225637435913086,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.017200231552124023,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.018271446228027344,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0]",1000,0.016190290451049805,93,58
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.017182111740112305,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.02433156967163086,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.021246671676635742,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.029218673706054688,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.025468111038208008,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.016202449798583984,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.03238797187805176,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.023137807846069336,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.023306846618652344,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.0224001407623291,95,48
Simulated Annealing,10,0.98,143,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",1000,0.01919078826904297,95,48
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1]",1000,0.019190549850463867,115,74
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",1000,0.022198915481567383,106,62
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1000,0.02133464813232422,112,73
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1000,0.02531290054321289,112,73
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1]",1000,0.02764749526977539,109,76
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1]",1000,0.01826310157775879,115,77
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",1000,0.023259639739990234,111,67
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]",1000,0.034658193588256836,105,75
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",1000,0.03139019012451172,116,75
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",1000,0.02526688575744629,116,75
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]",1000,0.020257949829101562,105,75
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1]",1000,0.022268056869506836,115,74
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",1000,0.02027416229248047,111,77
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",1000,0.026360511779785156,111,76
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",1000,0.019193410873413086,108,76
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1000,0.0280911922454834,119,77
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]",1000,0.01924872398376465,111,70
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1000,0.019173145294189453,105,77
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1]",1000,0.022216796875,117,72
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1]",1000,0.02225017547607422,107,75
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1000,0.023267269134521484,111,72
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",1000,0.022233963012695312,106,71
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",1000,0.020275592803955078,116,75
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",1000,0.01815938949584961,116,75
Simulated Annealing,15,0.98,200,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",1000,0.018218994140625,110,64
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",1000,0.023427486419677734,164,143
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1]",1000,0.025237321853637695,171,128
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]",1000,0.02632451057434082,175,133
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",1000,0.025318384170532227,180,129
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1]",1000,0.02532505989074707,188,137
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1]",1000,0.02633953094482422,185,132
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]",1000,0.02833724021911621,183,126
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]",1000,0.028310775756835938,177,142
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0]",1000,0.024266958236694336,182,138
Simulated Annealing,20,0.98,261,GEOMETRIC,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",1000,0.026358604431152344,167,119
Simulated Annealing,20,0.98,261,GEOMETRIC,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0]",1000,0.03133988380432129,169,140
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]",1000,0.025365591049194336,179,143
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]",1000,0.028301000595092773,190,142
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]",1000,0.02527475357055664,168,142
Simulated Annealing,20,0.98,261,GEOMETRIC,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0]",1000,0.022235870361328125,177,143
Simulated Annealing,20,0.98,261,GEOMETRIC,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0]",1000,0.023230791091918945,180,133
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",1000,0.024343013763427734,172,136
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0]",1000,0.028308868408203125,170,136
Simulated Annealing,20,0.98,261,GEOMETRIC,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0]",1000,0.026331186294555664,177,130
Simulated Annealing,20,0.98,261,GEOMETRIC,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",1000,0.02125406265258789,160,139
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1]",1000,0.022254467010498047,187,139
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",1000,0.02333807945251465,181,138
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]",1000,0.03360152244567871,187,132
Simulated Annealing,20,0.98,261,GEOMETRIC,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0]",1000,0.024343013763427734,178,138
Simulated Annealing,20,0.98,261,GEOMETRIC,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0]",1000,0.030398130416870117,166,138
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",1000,0.028377294540405273,315,227
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1]",1000,0.0353548526763916,284,224
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",1000,0.024300336837768555,309,224
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1000,0.029398441314697266,282,233
Simulated Annealing,25,0.98,385,GEOMETRIC,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]",1000,0.03350043296813965,307,231
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",1000,0.026288509368896484,271,227
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1]",1000,0.02332329750061035,269,227
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",1000,0.025239229202270508,289,219
Simulated Annealing,25,0.98,385,GEOMETRIC,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1000,0.02529001235961914,285,226
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",1000,0.025273561477661133,287,206
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1]",1000,0.03345036506652832,303,233
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]",1000,0.02925562858581543,281,220
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",1000,0.02631354331970215,309,211
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",1000,0.02524280548095703,287,223
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1]",1000,0.03038787841796875,275,221
Simulated Annealing,25,0.98,385,GEOMETRIC,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1]",1000,0.02632594108581543,282,221
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1000,0.024312973022460938,284,225
Simulated Annealing,25,0.98,385,GEOMETRIC,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",1000,0.02733159065246582,289,208
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",1000,0.029270648956298828,306,223
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]",1000,0.022249460220336914,284,231
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]",1000,0.02225017547607422,288,230
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",1000,0.028342485427856445,280,212
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",1000,0.029324769973754883,324,224
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1]",1000,0.02843475341796875,303,232
Simulated Annealing,25,0.98,385,GEOMETRIC,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",1000,0.02533888816833496,288,233
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0]",1000,0.03229880332946777,368,282
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",1000,0.03423714637756348,361,268
Simulated Annealing,30,0.98,491,GEOMETRIC,"[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1000,0.02632904052734375,367,262
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",1000,0.03139090538024902,384,280
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]",1000,0.02631402015686035,364,230
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1]",1000,0.031403303146362305,334,277
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",1000,0.02633190155029297,345,278
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",1000,0.034401893615722656,384,282
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1]",1000,0.0293123722076416,358,243
Simulated Annealing,30,0.98,491,GEOMETRIC,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1]",1000,0.02660512924194336,345,286
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",1000,0.03047776222229004,375,281
Simulated Annealing,30,0.98,491,GEOMETRIC,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",1000,0.028339862823486328,365,280
Simulated Annealing,30,0.98,491,GEOMETRIC,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1000,0.03229403495788574,371,280
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1]",1000,0.04560375213623047,374,274
Simulated Annealing,30,0.98,491,GEOMETRIC,"[0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0]",1000,0.03134417533874512,336,281
Simulated Annealing,30,0.98,491,GEOMETRIC,"[0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]",1000,0.029396533966064453,393,277
Simulated Annealing,30,0.98,491,GEOMETRIC,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",1000,0.028375625610351562,367,284
Simulated Annealing,30,0.98,491,GEOMETRIC,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1]",1000,0.027256488800048828,348,280
Simulated Annealing,30,0.98,491,GEOMETRIC,"[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0]",1000,0.029370546340942383,363,274
Simulated Annealing,30,0.98,491,GEOMETRIC,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]",1000,0.025313138961791992,337,274
